filepath,label,split,humidity,temperature,ph
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1959_.jpg,Tomato septoria leaf spot,train,50.558244897685825,29.900740590648407,6.96422651086454
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot860_.jpg,Tomato septoria leaf spot,train,56.579802943097604,32.07228292127425,5.970578286151491
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot807_.jpg,Tomato septoria leaf spot,train,55.01776999363133,25.716786257001274,6.58727131923635
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1474_.jpg,Tomato septoria leaf spot,train,48.00893406818124,22.971163522966737,5.598338703423415
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2094_.jpg,Tomato septoria leaf spot,train,49.59876416913769,32.72281009522021,6.477865358835449
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot764_.jpg,Tomato septoria leaf spot,train,45.622073410918766,25.199498396098175,6.1192320097794575
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1617_.jpg,Tomato septoria leaf spot,train,55.73685631519865,30.594938018702454,6.757195558420434
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1206_.jpg,Tomato septoria leaf spot,train,56.17070923691848,27.387001093819002,6.790420051754229
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot139_.jpg,Tomato septoria leaf spot,train,47.29142283583546,25.589338970974474,5.747072316418693
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2041_.jpg,Tomato septoria leaf spot,train,50.55535508471517,32.556015735739614,6.249455109772574
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2224_-uuyoOu.jpg,Tomato septoria leaf spot,train,52.1103558999204,22.313447991150795,6.336345768305898
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2332_-PBoOHM.jpg,Tomato septoria leaf spot,train,46.63911987274384,27.866726114773734,5.79441195884509
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1934_-7umPSw.jpg,Tomato septoria leaf spot,train,59.45234209459371,20.144144751705603,6.860407129541438
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot279_.jpg,Tomato septoria leaf spot,train,44.66288534433782,24.835280673274408,6.190550636703568
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot915_.jpg,Tomato septoria leaf spot,train,41.06379304358247,33.72054643498363,6.310977961902102
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2118_-035vC2.jpg,Tomato septoria leaf spot,train,43.331038744733725,21.02412338697313,5.951376240020039
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot874_.jpg,Tomato septoria leaf spot,train,58.297336588829,28.022492879335857,5.698830754517802
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1307_.jpg,Tomato septoria leaf spot,train,44.11531631044157,24.053339348387,6.4137751708256046
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1597_.jpg,Tomato septoria leaf spot,train,43.54285996534035,32.66343831879657,6.090920228839222
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2097_.jpg,Tomato septoria leaf spot,train,49.909544892619074,21.94422219494946,5.911398832005041
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot353_.jpg,Tomato septoria leaf spot,train,49.943567798202274,26.419255012718992,6.762728730249334
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot341_.jpg,Tomato septoria leaf spot,train,53.75749420532412,29.492000473935526,6.582890885375046
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2324_-hXQpcB.jpg,Tomato septoria leaf spot,train,41.50118268831406,20.620593692124192,5.768898095277142
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2207_.jpg,Tomato septoria leaf spot,train,47.41799529842363,34.93850672050912,5.882943492665954
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1948_.jpg,Tomato septoria leaf spot,train,46.27155423384916,22.516037873162773,6.9819806974659135
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot26_.jpg,Tomato septoria leaf spot,train,41.48861524692899,34.96401136327146,6.027655432680672
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1616_.jpg,Tomato septoria leaf spot,train,53.07738017501609,33.644443489936876,6.7655318139303535
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1907_.jpg,Tomato septoria leaf spot,train,56.068935539094774,29.396074685603928,6.6176348417046285
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1578_.jpg,Tomato septoria leaf spot,train,45.04839728738975,27.561881136001873,5.753153352388721
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot233_.jpg,Tomato septoria leaf spot,train,40.10708663243808,34.30923725876524,5.6351699574705325
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2332_.jpg,Tomato septoria leaf spot,train,55.49683561112623,27.767970271863895,5.870915051163213
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1693_.jpg,Tomato septoria leaf spot,train,57.616939914357474,33.05770732655802,5.712540894721809
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1852_.jpg,Tomato septoria leaf spot,train,40.31609463793525,22.548333960558686,5.696821601915725
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot789_.jpg,Tomato septoria leaf spot,train,44.856949539504065,20.896577972908286,6.859314770092356
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1038_.jpg,Tomato septoria leaf spot,train,42.82311366437628,29.659488291286028,6.105270915531488
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2167_.jpg,Tomato septoria leaf spot,train,50.70371425711316,25.66177120091306,5.9566400641019595
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2368_-yZMaBk.jpg,Tomato septoria leaf spot,train,45.40645614077077,22.344512102418832,5.6933859161337494
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot731_.jpg,Tomato septoria leaf spot,train,56.39295576747851,30.032033221613283,5.601399102796376
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2009_-tyYo7B.jpg,Tomato septoria leaf spot,train,46.37923014884294,27.695335066582153,5.998346305050306
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2057_.jpg,Tomato septoria leaf spot,train,48.87717536419384,29.43995568314136,6.3820697049125865
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2375_-ItNWqC.jpg,Tomato septoria leaf spot,train,56.42860937443014,26.093870345098,6.8393137714635
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1012_.jpg,Tomato septoria leaf spot,train,58.22034055496505,32.98482067651116,6.822475290246416
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot307_.jpg,Tomato septoria leaf spot,train,43.84037759561247,31.031184045010306,6.984627859189478
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2244_-THFY9v.jpg,Tomato septoria leaf spot,train,49.19561758466321,30.608435039196003,5.866397122369783
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2087_-TSnzaJ.jpg,Tomato septoria leaf spot,train,45.962721435156,20.35206605769956,6.439379410646841
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2367_-j0dDrq.jpg,Tomato septoria leaf spot,train,43.499282518120424,26.006601174830088,5.639465289222237
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1239_.jpg,Tomato septoria leaf spot,train,57.560681180388585,21.37092334847328,6.9452755669096655
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot692_.jpg,Tomato septoria leaf spot,train,49.61989177488772,20.393749407305734,6.6826448522794255
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1976_-D9AF9g.jpg,Tomato septoria leaf spot,train,44.926455012251594,32.020802866189754,6.818564071514764
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1423_.jpg,Tomato septoria leaf spot,train,40.788910212703186,26.69756754753608,6.78786039279033
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot490_.jpg,Tomato septoria leaf spot,train,47.71601534389452,34.501313140937526,6.198247954979299
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1352_.jpg,Tomato septoria leaf spot,train,48.441316001053735,22.210308863802407,5.639807280968728
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1672_.jpg,Tomato septoria leaf spot,train,45.79704833167557,25.307271584717718,6.76410253864753
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1139_.jpg,Tomato septoria leaf spot,train,56.812746156312926,20.554126049581296,6.73033768900866
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot703_.jpg,Tomato septoria leaf spot,train,55.4943621728104,24.428115829882806,5.580524364221326
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot88_.jpg,Tomato septoria leaf spot,train,46.541855280252385,26.731218679119806,5.689971042070357
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2018_.jpg,Tomato septoria leaf spot,train,41.22602084669422,33.45849714483479,5.730221530876559
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot919_.jpg,Tomato septoria leaf spot,train,44.03603018009857,29.176246086849698,6.9458359723272265
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1380_.jpg,Tomato septoria leaf spot,train,41.720236560278764,31.534092905731022,6.106904170668196
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2066_-CV2VeP.jpg,Tomato septoria leaf spot,train,57.95499344645621,21.373538889136256,5.56151591969681
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1457_.jpg,Tomato septoria leaf spot,train,54.97519827725065,31.48769296896451,6.219271097877571
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1768_.jpg,Tomato septoria leaf spot,train,59.465150967015084,27.781148723883735,6.290461444436376
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1530_.jpg,Tomato septoria leaf spot,train,55.17252462437342,30.058228155915252,6.947994615079419
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1731_.jpg,Tomato septoria leaf spot,train,42.24772298945965,31.749345529966345,5.679796537369518
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot626_.jpg,Tomato septoria leaf spot,train,58.877422246157394,23.882592733057677,6.603730444159343
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2339_-4qOr5E.jpg,Tomato septoria leaf spot,train,48.570038797446635,28.78050568930273,6.687763007761619
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot481_.jpg,Tomato septoria leaf spot,train,45.76017813777217,26.729062264465448,5.687605393689957
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot629_.jpg,Tomato septoria leaf spot,train,56.37137941900171,25.911566896303437,6.587699016545251
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2232_-KjPSdf.jpg,Tomato septoria leaf spot,train,50.22445370668471,21.37871285082349,5.8457144533417
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1619_.jpg,Tomato septoria leaf spot,train,46.37745378532054,27.674121025775143,5.852730297452793
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2101_-cYbmWq.jpg,Tomato septoria leaf spot,train,53.811793545812066,22.336999572039392,6.661065996635864
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2148_-M2u8aP.jpg,Tomato septoria leaf spot,train,54.01495416939197,34.01246533264077,6.988947734993882
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1495_.jpg,Tomato septoria leaf spot,train,43.684745327449214,21.02277346909492,5.5892229687786426
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot4_.jpg,Tomato septoria leaf spot,train,49.12987320360171,34.318821204110094,5.863910443386005
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1006_.jpg,Tomato septoria leaf spot,train,52.70935141361895,24.610965504963097,6.9702295448971325
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1156_.jpg,Tomato septoria leaf spot,train,59.92557914746521,24.112730985555633,6.232599218425637
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot947_.jpg,Tomato septoria leaf spot,train,51.738144795839105,28.056369602158867,6.689355087952961
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot133_.jpg,Tomato septoria leaf spot,train,52.67960038236658,21.348685764414604,6.085938178082138
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot581_.jpg,Tomato septoria leaf spot,train,59.45878434371005,21.234659417272105,5.56763332303384
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2091_.jpg,Tomato septoria leaf spot,train,54.7175067875544,30.20674161491062,5.627030381766927
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot366_.jpg,Tomato septoria leaf spot,train,54.239078771707554,29.190780998590878,5.6915255950100185
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1467_.jpg,Tomato septoria leaf spot,train,56.375867231438946,29.822583312397764,6.8990441876120805
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2110_.jpg,Tomato septoria leaf spot,train,40.20044307787609,34.205848293312876,6.993873134120923
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1707_.jpg,Tomato septoria leaf spot,train,45.111320618089806,32.04539813042953,6.016814959018676
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1182_.jpg,Tomato septoria leaf spot,train,49.1121847581532,32.29429610535668,5.514830890103044
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2076_.jpg,Tomato septoria leaf spot,train,49.894416261363276,22.609689069744174,5.849261899275133
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot910_.jpg,Tomato septoria leaf spot,train,55.728130650980404,31.662563428252618,5.588765616984704
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1181_.jpg,Tomato septoria leaf spot,train,47.38026961879329,25.45164120334283,6.674024140390442
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2330_.jpg,Tomato septoria leaf spot,train,41.220911198470425,27.581688072968735,5.771647331270894
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1654_.jpg,Tomato septoria leaf spot,train,46.14086908367109,21.196187781553657,6.131967137763806
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1207_.jpg,Tomato septoria leaf spot,train,43.88636635459932,29.355133830367826,6.288078733392273
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2032_.jpg,Tomato septoria leaf spot,train,42.29744740679291,33.13929830870181,6.409798995383606
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1946_.jpg,Tomato septoria leaf spot,train,54.98015897504052,20.226010195382226,6.178121146667189
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot349_.jpg,Tomato septoria leaf spot,train,50.626614868525934,24.355020467285684,6.378336240398968
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1770_.jpg,Tomato septoria leaf spot,train,55.646026346162145,29.571223680632492,5.724585352831462
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2380_-x28NWv.jpg,Tomato septoria leaf spot,train,51.165682151904306,22.85803137975452,5.92612668600708
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2204_-qGA3TV.jpg,Tomato septoria leaf spot,train,59.19422356949622,21.131613631887404,5.841979538923697
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1629_.jpg,Tomato septoria leaf spot,train,41.25858954362407,23.492967536487733,6.956958795665065
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1281_.jpg,Tomato septoria leaf spot,train,49.179997370095606,22.792551452522172,6.578487583030016
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2160_.jpg,Tomato septoria leaf spot,train,53.38278310614169,34.66427419918397,5.778215289042126
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1020_.jpg,Tomato septoria leaf spot,train,54.220866676505324,25.387255432544755,5.806528064850823
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1347_.jpg,Tomato septoria leaf spot,train,49.96845194531212,20.398738644125658,6.459251156098606
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2016_-Mrhuf0.jpg,Tomato septoria leaf spot,train,45.79809371831408,29.590186990759108,6.285558588175154
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1223_.jpg,Tomato septoria leaf spot,train,44.056819409966394,28.570906452965808,6.338020894726231
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1395_.jpg,Tomato septoria leaf spot,train,48.29478964450582,32.99268970523486,6.811094161882853
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1316_.jpg,Tomato septoria leaf spot,train,55.60376021797659,34.40632351933217,5.933012389030407
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1927_-ekhJuo.jpg,Tomato septoria leaf spot,train,52.1548515256233,30.04153431925221,5.8497457138783355
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2192_-YnyfAT.jpg,Tomato septoria leaf spot,train,52.47950680327177,28.721141479881513,6.287663680648042
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1656_.jpg,Tomato septoria leaf spot,train,45.17475550750727,20.369654324490323,5.854912565168147
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1379_.jpg,Tomato septoria leaf spot,train,53.98546003527145,30.457758206815623,6.82141589596611
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2095_-2Vds2W.jpg,Tomato septoria leaf spot,train,45.601426755228054,23.77148799877274,5.722271028503255
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1496_.jpg,Tomato septoria leaf spot,train,48.019848098802996,21.607677676807754,6.30620102873998
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot718_.jpg,Tomato septoria leaf spot,train,48.38470846462156,26.706147440500537,6.866329137399808
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1043_.jpg,Tomato septoria leaf spot,train,40.365190319888,25.803409526043772,6.713053106728127
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1413_.jpg,Tomato septoria leaf spot,train,48.162902936742405,22.52009704861736,6.438277378570055
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot566_.jpg,Tomato septoria leaf spot,train,52.64808648266569,22.785387997587282,6.934021214141708
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1661_.jpg,Tomato septoria leaf spot,train,55.0204348724997,24.50602769317791,6.13189138325758
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1368_.jpg,Tomato septoria leaf spot,train,56.98745561778497,24.251008154546234,6.998009977060031
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot605_.jpg,Tomato septoria leaf spot,train,42.001849002011284,26.68006382086002,5.926028558327294
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2045_.jpg,Tomato septoria leaf spot,train,53.434247520489414,34.194316713045254,5.619656564838706
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2278_-1yxhGZ.jpg,Tomato septoria leaf spot,train,52.96725466322002,33.27729032238482,6.2115348853715675
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2172_-iVfwtt.jpg,Tomato septoria leaf spot,train,48.2827895540876,22.993295807359882,6.041471242136488
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1659_.jpg,Tomato septoria leaf spot,train,49.85879593713542,20.89070145105547,6.895353715898579
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1725_.jpg,Tomato septoria leaf spot,train,40.1914594179116,20.34830275118714,6.072142639267433
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1193_.jpg,Tomato septoria leaf spot,train,40.9489507685461,33.936164821780025,5.7717720802713615
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1739_.jpg,Tomato septoria leaf spot,train,49.54310164557039,20.770794790795335,6.161254709107702
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1913_-E1fXR8.jpg,Tomato septoria leaf spot,train,51.89338006416036,30.29323560705945,5.791551767041785
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot493_.jpg,Tomato septoria leaf spot,train,56.60143320145333,34.62484949590227,6.13642228827586
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1102_.jpg,Tomato septoria leaf spot,train,48.288218579046934,29.814774148429677,6.176456542259512
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1804_.jpg,Tomato septoria leaf spot,train,52.983451078819456,26.682499614052396,6.41752670040612
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot794_.jpg,Tomato septoria leaf spot,train,49.98162649911269,28.668204823898016,5.589189881152709
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2271_-4j7gyC.jpg,Tomato septoria leaf spot,train,47.2090437928867,27.83655377786429,5.926088775456023
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1386_.jpg,Tomato septoria leaf spot,train,45.965887168839814,29.03948476860456,5.558924233513704
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1943_-6zwFHS.jpg,Tomato septoria leaf spot,train,54.128720836389085,26.154291620767186,5.965290436775198
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1994_.jpg,Tomato septoria leaf spot,train,44.398784618994455,32.240148648285555,6.224973864355592
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2282_-oI0qlz.jpg,Tomato septoria leaf spot,train,44.76664121010701,23.83778038243847,5.695099010211241
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot403_.jpg,Tomato septoria leaf spot,train,58.42620731232374,33.61256628092543,5.759882500321802
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot472_.jpg,Tomato septoria leaf spot,train,46.18410956993443,22.24800219081424,6.429783444202455
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2161_-Mv9TdB.jpg,Tomato septoria leaf spot,train,41.602597789784085,23.34563871227174,6.946651140245512
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2126_-kYZE3e.jpg,Tomato septoria leaf spot,train,42.71940648221738,27.489524302794127,6.273501430101467
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot841_.jpg,Tomato septoria leaf spot,train,51.3352342224394,25.656716195314804,5.711727403971923
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2046_-dRNSFl.jpg,Tomato septoria leaf spot,train,46.86007271582827,32.019508826251624,5.856264498007454
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot2253_-xZHCQK.jpg,Tomato septoria leaf spot,train,41.965798316256446,28.988197830131433,6.907880894230497
/content/dataset_extraction/dataset/train/Tomato septoria leaf spot/septoria leaf spot1063_.jpg,Tomato septoria leaf spot,train,56.41160663176491,24.19552443067211,6.583718633672284
